Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
191040006,19,SW15134-4,PLAZA,Common,1250,6.4,6.4,NA,52.4,NA,49.6
191040007,19,SW15152-1,PLAZA,Common,1225,6.6,7.3,NA,50.4,NA,52.6
191040008,19,SW15136-18,PLAZA,Common,1270,6.7,8.4,NA,51.3,NA,51.1
191040009,19,SW15118-6,PLAZA,Common,1235,6.9,4.4,NA,53.9,NA,49.2
191040010,19,JD,PLAZA,Club,1275,8.1,5.8,NA,51.6,NA,48.8
191040011,19,SW15023-3,PLAZA,Common,1130,7.3,9,NA,54.9,NA,48.8
191040012,19,SW15095-1,PLAZA,Common,1275,6.8,8.7,NA,54.3,NA,49.8
191040013,19,SW15022-3,PLAZA,Common,1250,6.8,8.4,NA,53.6,NA,50.8
191040014,19,SW15100-2,PLAZA,Common,1225,6.5,6.4,NA,54.8,NA,52.5
191040015,19,SW15130-4,PLAZA,Common,1240,6.2,6.4,NA,53.7,NA,54.8
191040016,19,SW15029-11,PLAZA,Common,1275,6.5,7.6,NA,53.6,NA,47.5
191040017,19,SW15090-13,PLAZA,Common,1235,7.2,9,NA,52.9,NA,49.8
191040018,19,LOUISE,PLAZA,Common,1250,7.3,11.3,NA,54.3,NA,49
191040019,19,SW15016-3,PLAZA,Common,1275,7.7,9.3,NA,52.9,NA,51.3
191040020,19,SW15048-1,PLAZA,Common,1285,7.1,5.5,NA,54.6,NA,48.2
191040021,19,SW15024-1,PLAZA,Common,1230,7.8,4.7,NA,55.1,NA,48.3
191040022,19,SW15029-1,PLAZA,Common,1265,7.8,7,NA,52.5,NA,50.1
191040023,19,SW15094-14,PLAZA,Common,1240,7.4,5.8,NA,53.2,NA,50.6
191040024,19,RYAN,PLAZA,Common,1275,6.4,7.9,NA,54.7,NA,50.5
191040025,19,SW15004-6,PLAZA,Common,1225,7.6,3.2,NA,52.7,NA,50.1
191040026,19,SEAHAWK,PLAZA,Common,1280,7.4,9.3,NA,52.1,NA,49
191040027,19,SW15081-1,PLAZA,Common,1195,7,4.7,NA,54.2,NA,49.9
191040028,19,SW15090-8,PLAZA,Common,1245,6.7,7.9,NA,54.4,NA,50.7
191040029,19,SW15004-10,PLAZA,Common,1290,7.1,3.2,NA,51,NA,52.5
191050001,19,WSBC15041-4,PULLMAN,Common,1290,7.5,9.9,NA,53.3,NA,51.3
191050002,19,WSBC15041-7,PULLMAN,Common,1170,7.3,3.8,NA,52.4,NA,50
191050003,19,WSBC15043-1,PULLMAN,Common,1220,7,4.1,NA,51.6,NA,44.4
191050004,19,WSBC15043-6,PULLMAN,Common,1220,6.7,6.7,NA,51.5,NA,50
191050005,19,WSBC15043-8,PULLMAN,Common,1245,7.6,3.8,NA,51.4,NA,51.7
191050006,19,WSBC15044-4,PULLMAN,Common,1160,7.2,8.1,NA,51.9,NA,50.7
191050007,19,WSBC15044-5,PULLMAN,Common,1235,6.9,8.4,NA,49.3,NA,52.5
191050008,19,WSBC15048-2,PULLMAN,Common,1345,6.7,6.4,NA,50.1,NA,53.7
191050009,19,WSBC15050-4,PULLMAN,Common,1275,7.4,9.9,NA,51.9,NA,50.5
191050010,19,WHITYR15-2,PULLMAN,Common,1305,6.4,9.3,NA,52.2,NA,51.3
191050011,19,WHITYR15-6,PULLMAN,Common,1305,7.5,10.2,NA,52.5,NA,47.9
191050012,19,WHITYR15-13,PULLMAN,Common,1250,6.9,8.1,NA,52.1,NA,50.2
191050013,19,WHITYR15-14,PULLMAN,Common,1260,6.8,10.2,NA,52.1,NA,51.1
191050014,19,WHITYR15-17,PULLMAN,Common,1305,7.4,10.5,NA,51.3,NA,51.6
191050015,19,WHITYR15-21,PULLMAN,Common,1115,7.9,6.1,NA,59.1,NA,43.7
191050016,19,SEAHAWK,PULLMAN,Common,1325,7.1,3.2,NA,52.6,NA,51.2
191050017,19,LOUISE,PULLMAN,Common,1225,6.7,7,NA,54,NA,51.3
191050018,19,RYAN,PULLMAN,Common,1255,7,3.2,NA,54,NA,49.5
191160001,19,WA8295,PALOUSE,Club,1260,7.1,5.8,NA,53.5,NA,48.6
191160002,19,WA8311,PALOUSE,Common,1295,5.8,7.3,NA,54.5,NA,49.6
191160003,19,CF_BC75-1-6,PALOUSE,Common,1300,6.5,9.3,NA,53.7,NA,48.9
191160004,19,WA8304,PALOUSE,Common,1340,6,6.4,NA,54,NA,47.1
191160005,19,WA8313,PALOUSE,Common,1350,6,5.5,NA,58.1,NA,46.9
191160006,19,JD,PALOUSE,Club,1325,7.1,5.5,NA,53,NA,48.8
191160007,19,WB-1035CL,PALOUSE,Common,1235,6.8,9.9,NA,58,NA,44
191160008,19,LOUISE,PALOUSE,Common,1310,5.6,7.3,NA,55.6,NA,49.2
200100004,20,ARSX12015-68CBW,REARDAN,Club,1275,8.5,6.4,81.9,50.3,61.5,47.9
200100005,20,BRUEHL,REARDAN,Club,1295,10.5,5.8,84.9,50.5,60.9,45.1
200100006,20,CRESCENT,REARDAN,Club,1320,8.6,4.1,85.3,47.7,66.4,50.1
200100007,20,WA8317,REARDAN,Club,1260,10.3,5,87.2,52.5,63.8,42.8
200100017,20,OR5170022,REARDAN,Club,1275,9.6,9.9,89.4,51.2,64.2,45.1
200100026,20,WA8290,REARDAN,Common,1280,9.5,13.4,91.2,53.3,62.3,46.1
200100028,20,WA8308,REARDAN,Common,1255,8.3,6.4,87.8,52.6,62.9,43.3
200100029,20,WA8316,REARDAN,Common,1240,8.5,7,89.8,53.2,65.8,45.2
200100034,20,STEPHENS,REARDAN,Common,1270,9.6,8.7,90.3,54.2,64.9,42.4
200100038,20,ARSX12015-68CBW,CONNELL,Club,1260,8.9,4.7,82.8,50.8,62.4,46.5
200100039,20,BRUEHL,CONNELL,Club,1255,8.8,2.6,89,52.8,64.8,44.2
200100040,20,CRESCENT,CONNELL,Club,1320,7.5,2.9,85.9,52.3,66.4,47.5
200100041,20,WA8317,CONNELL,Club,1270,9.3,4.1,89.5,53.3,64.3,41.5
200100050,20,OR2130755,CONNELL,Common,1205,9.9,9,92.1,54.8,66.8,45.8
200100051,20,OR5170022,CONNELL,Club,1265,9.1,6.1,96,53.2,69.2,45.6
200100060,20,WA8290,CONNELL,Common,1235,9.3,11.3,98.6,55.1,68.6,45.8
200100062,20,WA8308,CONNELL,Common,1230,9.9,5.8,92.6,57.3,67.3,43.5
200100063,20,WA8316,CONNELL,Common,1185,9.6,4.7,92.8,54.8,68.3,45.8
200100068,20,STEPHENS,CONNELL,Common,1175,10.1,7.6,92.5,56,67.4,42.9
200100072,20,ARSX12015-68CBW,ST ANDREWS,Club,1270,10.2,7.6,82.2,51.5,60.3,46.3
200100073,20,BRUEHL,ST ANDREWS,Club,1250,9.7,7.6,85.8,51.9,61,43
200100074,20,CRESCENT,ST ANDREWS,Club,1290,9.7,4.7,86.9,53,64.9,48.2
200100075,20,WA8317,ST ANDREWS,Club,1265,10.3,5.8,87.6,55.1,63.9,39.5
200100084,20,OR2130755,ST ANDREWS,Common,1240,9.9,8.1,90.1,52.4,66.8,43
200100085,20,OR5170022,ST ANDREWS,Club,1245,11.4,10.5,92.5,51.9,64.2,44.9
200100094,20,WA8290,ST ANDREWS,Common,1260,9.9,11.3,92.5,53.4,65.1,43.9
200100096,20,WA8308,ST ANDREWS,Common,1200,9,6.4,91.8,53.7,68.7,40.5
200100097,20,WA8316,ST ANDREWS,Common,1160,9.9,6.4,92.4,54.4,70.7,43.8
200100102,20,STEPHENS,ST ANDREWS,Common,1210,10.5,9,93.1,54.9,66.2,41.4
200100106,20,ARSX12015-68CBW,LIND,Club,1285,8.7,5,81.7,49.5,60.5,46.8
200100107,20,BRUEHL,LIND,Club,1230,7.5,4.1,85.8,50.8,65.5,45.5
200100108,20,CRESCENT,LIND,Club,1260,10.8,3.8,89.5,55.8,66.3,46.4
200100109,20,WA8317,LIND,Club,1265,7.8,3.8,87.6,52.8,66,41
200100118,20,OR2130755,LIND,Common,1200,10.1,9.3,95.9,54.8,68.6,44.3
200100119,20,OR5170022,LIND,Club,1135,11.4,11,96,56.4,65.7,44.6
200100128,20,WA8290,LIND,Common,1185,11.6,12.2,95.9,56.2,66.3,41.5
200100130,20,WA8308,LIND,Common,1165,7.5,3.8,90.5,55.8,69.2,43.1
200100131,20,WA8316,LIND,Common,1195,8,4.7,92.8,55,71.1,45.2
200100136,20,STEPHENS,LIND,Common,1150,10,6.4,94.8,55.2,67.8,40.9
200100140,20,ARSX12016-45CBW,EUREKA,Club,1315,10.2,4.1,79.5,49.3,59.1,46.1
200100141,20,ARS09X492-6CBW,EUREKA,Club,1265,11.7,2.4,87.7,52.1,67.1,49.2
200100142,20,CRESCENT,EUREKA,Club,1305,9.9,2.9,86.5,53.6,65.1,49.9
200100150,20,OR2140401,EUREKA,Common,1310,10.3,9.9,96.1,52.5,67.3,44.8
200100151,20,OR5170022,EUREKA,Club,1210,13,13.1,98.6,56.5,65.1,46
200100156,20,WA8293,EUREKA,Common,1245,10.1,10.2,96.4,54.5,65.8,45
200100157,20,OR2130755,EUREKA,Common,1215,10.9,10.5,96.6,54.1,69.2,46.8
200100158,20,OR2150141,EUREKA,Common,1215,11.3,11.3,92.6,53.3,66.1,45.7
200100159,20,WA8307,EUREKA,Common,1210,10.2,7.6,94.8,57.3,70.5,41.1
200100165,20,OR2150346,EUREKA,Common,1200,11.1,12.8,97,52.3,65.9,46.3
200100166,20,STEPHENS,EUREKA,Common,1210,10,8.4,92.2,53.4,65.3,43.2
200120004,20,ARSX12016-45CBW,PULLMAN,Club,1220,8.3,5.5,78.8,51.2,60.5,48.7
200120005,20,ARS09X492-6CBW,PULLMAN,Club,1210,8.7,3.8,82.1,51.8,65.4,49.6
200120006,20,CRESCENT,PULLMAN,Club,1270,8.7,4.7,82.8,53.3,66.1,49.7
200120013,20,APPLEBY,PULLMAN,Common,1140,9,7.9,88.6,55.8,66.5,41.5
200120014,20,OR2140401,PULLMAN,Common,1195,7.9,8.7,85.7,52.1,69.9,47.7
200120015,20,OR5170022,PULLMAN,Club,1150,9,9.6,90.2,54.6,66.6,46.5
200120023,20,WA8293,PULLMAN,Common,1210,9.2,7.9,89.4,55.6,69.1,46.3
200120026,20,WA8307,PULLMAN,Common,1195,8,7.6,85.6,54.6,65.8,45.5
200120031,20,STEPHENS,PULLMAN,Common,1120,10.1,7.6,90.9,57.8,67.5,41
200120035,20,ARSX12016-45CBW,ST JOHN,Club,1280,5.9,3.2,79.6,51.7,65.5,49.9
200120036,20,ARS09X492-6CBW,ST JOHN,Club,1295,6.8,2.9,78.9,52.4,66.8,49.6
200120037,20,CRESCENT,ST JOHN,Club,1300,7.8,2.6,82.7,54.1,66.9,47.9
200120046,20,OR5170022,ST JOHN,Club,1250,6.2,5.8,84.8,54.5,68.1,46.5
200120065,20,ARSX12016-45CBW,WALLA WALLA,Club,1155,10.3,6.7,79.8,52.2,61.3,49.3
200120066,20,ARS09X492-6CBW,WALLA WALLA,Club,1215,10.7,5.3,79.3,51.8,63.8,50.7
200120067,20,CRESCENT,WALLA WALLA,Club,1240,10.8,2.9,85.6,53.4,64.3,49
200120076,20,OR2140401,WALLA WALLA,Common,1290,9,7,85.9,51.1,67.4,47.1
200120077,20,OR5170022,WALLA WALLA,Club,1160,11.5,7.6,89.1,54.1,63.7,47.1
200120084,20,WA8293,WALLA WALLA,Common,1185,9.5,8.7,88,54.1,66.8,45.1
200120085,20,OR2130755,WALLA WALLA,Common,1200,10,7.3,88.5,53.7,67.3,45.9
200120086,20,OR2150141,WALLA WALLA,Common,1190,10.9,7,87.1,53.3,63.8,47.2
200120087,20,WA8307,WALLA WALLA,Common,1175,10.8,9.3,90.1,54.4,64.8,45.7
200120094,20,STEPHENS,WALLA WALLA,Common,1175,9.8,9.9,91.8,56.6,67,43.5
200130009,20,LOUISE,FAIRFIELD,Common,1280,7.5,7.6,89.8,52.9,63.9,45.8
200130011,20,JD,FAIRFIELD,Club,1280,7.1,3.8,87,53.2,67.7,45.8
200130013,20,RYAN,FAIRFIELD,Common,1175,7.5,5.8,90.2,54.5,68.2,42.7
200130014,20,HEDGE,FAIRFIELD,Club,1210,8,4.7,85.9,53.1,68.3,43.6
200130016,20,WA8324,FAIRFIELD,Common,1240,6.8,5.5,91.6,53.6,67.3,48
200130017,20,WA8322,FAIRFIELD,Common,1330,6.4,5.3,89.3,52.6,70.8,47.9
200130018,20,WA8325,FAIRFIELD,Club,1310,6.5,4.1,86.7,54.2,61.4,47.2
200130027,20,LOUISE,PULLMAN,Common,1260,8.5,10.2,93.6,52.5,64.9,48
200130029,20,JD,PULLMAN,Club,1205,9.8,5.8,86.5,50.9,64.5,47.8
200130031,20,RYAN,PULLMAN,Common,1225,8.4,7.6,91.8,52.1,64.7,47.2
200130032,20,HEDGE,PULLMAN,Club,1290,9.9,5.8,89.8,51.2,63.6,47.9
200130033,20,WA8323,PULLMAN,Common,1265,8.3,9,95.3,51.6,65.2,46
200130034,20,WA8324,PULLMAN,Common,1285,8.1,7,93.2,51.1,65.6,46.1
200130035,20,WA8322,PULLMAN,Common,1310,8.2,9,97.9,51.6,68.1,46.4
200130036,20,WA8325,PULLMAN,Club,1290,7.9,3.8,87.5,51.3,65,47.9
200130045,20,LOUISE,ENDICOTT,Common,1235,7,6.7,85.6,54.3,67.1,45.6
200130047,20,JD,ENDICOTT,Club,1220,9.5,4.7,83.8,52,64.1,45.5
200130049,20,RYAN,ENDICOTT,Common,1195,8.4,9.3,88.3,52.5,64.7,46.9
200130050,20,HEDGE,ENDICOTT,Club,1260,8.7,5.5,84.7,50.9,63.4,46.7
200130051,20,WA8323,ENDICOTT,Common,1255,7.2,7,83.7,51.8,65.7,48.7
200130052,20,WA8324,ENDICOTT,Common,1230,7.9,8.4,87.6,52.3,64.6,48.8
200130053,20,WA8322,ENDICOTT,Common,1350,8.9,9,90.8,51.8,65.8,45.9
200130054,20,WA8325,ENDICOTT,Club,1280,7.7,5.8,84.5,51.2,64.1,48.4
200130063,20,LOUISE,ST JOHN,Common,1290,8,9,84.7,51.4,64.9,46.8
200130065,20,JD,ST JOHN,Club,1285,8.7,4.4,83.5,50.6,66.4,45.9
200130067,20,RYAN,ST JOHN,Common,1230,8,7.6,89.2,51.7,65.7,48.1
200130068,20,HEDGE,ST JOHN,Club,1285,8.7,4.7,82.7,51.8,65.6,44.8
200130069,20,WA8323,ST JOHN,Common,1270,7.6,7,86.8,52.5,66.2,47.3
200130070,20,WA8324,ST JOHN,Common,1280,7.9,7.6,87.2,51.7,65.3,49.6
200130071,20,WA8322,ST JOHN,Common,1330,7.3,7.3,87.6,54.3,68.3,46.7
200130072,20,WA8325,ST JOHN,Club,1345,7.7,5.3,83,50.5,64.6,48.1
200130081,20,LOUISE,MAYVIEW,Common,1275,6.3,6.4,83.6,51.2,68.9,51.1
200130083,20,JD,MAYVIEW,Club,1305,8.5,8.7,80.7,50.5,63.7,46.3
200130085,20,RYAN,MAYVIEW,Common,1275,7.1,6.1,86.5,50.9,66.3,49
200130086,20,HEDGE,MAYVIEW,Club,1300,8.2,5.3,82.4,50.2,63.8,49.1
200130087,20,WA8323,MAYVIEW,Common,1330,6.8,7,87.9,53.4,70.4,50.5
200130088,20,WA8324,MAYVIEW,Common,1295,7.2,7.3,87,51.4,68.5,50.4
200130089,20,WA8322,MAYVIEW,Common,1370,7.3,9,88,51,69.8,49.3
200130090,20,WA8325,MAYVIEW,Club,1310,6.9,5.3,80.7,49.8,67.8,52.1
200130099,20,LOUISE,REARDAN,Common,1250,9,9.9,92.7,52.9,64.6,45.8
200130101,20,JD,REARDAN,Club,1290,9.1,5,81.7,53.3,64.2,45.8
200130103,20,RYAN,REARDAN,Common,1200,9.4,8.4,86.3,53.4,64.5,45.7
200130104,20,HEDGE,REARDAN,Club,1245,9.8,4.7,83.2,52.7,63.3,44.9
200130105,20,WA8323,REARDAN,Common,1270,9.7,10.5,88.8,53.4,66.1,47.3
200130106,20,WA8324,REARDAN,Common,1290,9.5,9.3,88.2,52.3,68.9,49.2
200130107,20,WA8322,REARDAN,Common,1335,7.8,9,90.4,53.2,67.1,46.3
200130108,20,WA8325,REARDAN,Club,1310,8.8,5.8,81.4,52.8,63.8,45.9
200130117,20,LOUISE,LIND,Common,1175,9,12.8,89.6,52.4,69.4,46.7
200130119,20,JD,LIND,Club,1195,9.9,5.5,82.2,51.5,62.8,47.6
200130121,20,RYAN,LIND,Common,1240,9.3,10.2,86.3,51.9,65.6,47.2
200130122,20,HEDGE,LIND,Club,1220,9.5,5.8,84.6,52.5,65.4,47.2
200130123,20,WA8323,LIND,Common,1245,9,10.8,87.7,51.5,67.7,48.6
200130124,20,WA8324,LIND,Common,1250,9.4,10.5,88.6,52,65.4,48.5
200130125,20,WA8322,LIND,Common,1285,8.9,11.3,95.3,52,73.5,46.8
200130126,20,WA8325,LIND,Club,1265,8.8,7,80.6,51.3,64.9,48.7
200130127,20,LOUISE,PLAZA,Common,1245,8.2,9.6,87.4,51.8,65.9,48.5
200130128,20,RYAN,PLAZA,Common,1200,8,7.6,86.2,53.8,66.2,45.7
200130129,20,WA8325,PLAZA,Club,1245,7.9,5.8,82.9,51.5,64.8,49.4
200130130,20,LOUISE,PALOUSE,Common,1210,7.7,7.3,86.7,54.9,69.9,45.3
200130131,20,RYAN,PALOUSE,Common,1160,8.3,7.3,92.5,55.8,69,43.7
200130132,20,WA8325,PALOUSE,Club,1290,7.2,4.4,85,54.1,68.6,48.2
200130133,20,LOUISE,BICKLETON,Common,1230,6.9,7,84.9,50.7,67.6,49.1
200130134,20,RYAN,BICKLETON,Common,1240,6.8,5.5,86.7,51.7,67.3,49.7
200130135,20,WA8325,BICKLETON,Club,1270,7.1,4.7,80.7,51.3,67.1,51.4
200130136,20,LOUISE,HORSE HEAVEN,Common,1200,8.7,11,88.1,53.5,67.5,46.4
200130137,20,RYAN,HORSE HEAVEN,Common,1250,9.4,9.6,89.8,51.6,65.7,47.3
200130138,20,WA8325,HORSE HEAVEN,Club,1275,9.3,7.3,84.4,50.8,64.7,47.4
200270001,20,CRESCENT,PULLMAN,Club,1275,7.1,2.9,82.3,53.3,64.3,51
200270002,20,CASTELLA,PULLMAN,Club,1233,7.8,5.5,83.3,53,59.8,47.8
200270003,20,PRITCHETT,PULLMAN,Club,1260,8.1,4.1,85.6,52.9,58.4,47.7
200270004,20,BRUEHL,PULLMAN,Club,1230,7.3,5.3,89,53.4,62,47.1
200270005,20,ARSX12015-68CBW,PULLMAN,Club,1168,10.2,7,82.8,52.8,57.5,45.8
200270006,20,ARSX12097-8D,PULLMAN,Club,1260,8,3.5,85.9,53.1,61,49.9
200270007,20,WA8317,PULLMAN,Club,1188,11.1,5.3,88.4,56.9,NA,41.7
200270008,20,ARS09X492-6CBW,PULLMAN,Club,1178,11.6,2.9,85.5,55,62.4,47.9
200270009,20,ARSX09500-14CBW,PULLMAN,Club,1210,7.7,6.1,86.9,55.3,62,47.8
200270010,20,WESTERN WHITE,PORTLAND,Club,1230,7.1,5.8,NA,56.3,NA,46.3
200340001,20,MAS11295-1-1-0-1,LIND,Common,1175,11,9.3,NA,59.4,NA,40.3
200340002,20,PIRANHA,LIND,Common,1200,10.8,7.9,NA,57,NA,43.1
200340003,20,SWW12239-B--S-45-1-1,LIND,Common,1130,11.1,15.1,NA,61.3,NA,42.9
200340004,20,SWW13657-B-4-1-1T-1,LIND,Club,1165,10.3,5.5,NA,59,NA,42.7
200340005,20,SWW13657-B-4-1-1T-2,LIND,Club,1185,11.5,4.4,NA,59.8,NA,42.5
200340006,20,WA8317,LIND,Club,1185,11.3,4.7,NA,62.5,NA,42.5
200340007,20,SWW13324-B-4-1-1-3,LIND,Common,1150,10.4,7.6,NA,62.7,NA,45.6
200340008,20,OTTO,LIND,Common,1200,10.8,13.4,NA,61.4,NA,45.6
200340009,20,MELA,LIND,Common,1180,9.9,11,NA,60.5,NA,42.4
200340010,20,CURIOSITY,LIND,Common,1185,10.2,13.1,NA,60,NA,42.4
200340011,20,STEPHENS,LIND,Common,1190,9.7,5.5,NA,56,NA,42.4
200650001,20,PIRANHA,PALOUSE CONSERVATION,Common,1240,8.6,10.5,NA,52.7,NA,48
200650002,20,SOCKEYE,PALOUSE CONSERVATION,Common,1250,8.3,11.6,NA,52.5,NA,48.8
200650003,20,MAS11295-1-1-0-1,PALOUSE CONSERVATION,Common,1250,5.8,5.5,NA,55.9,NA,43.8
200650004,20,BRUNDAGE96,PALOUSE CONSERVATION,Common,1275,5.7,6.7,NA,54,NA,48.1
200650005,20,MAGIC,PALOUSE CONSERVATION,Common,1225,5.4,6.7,NA,56.2,NA,46.5
200650006,20,ORCF102,PALOUSE CONSERVATION,Common,1175,6.4,7.9,NA,55.1,NA,45.8
200650007,20,STINGRAY,PALOUSE CONSERVATION,Common,1240,6.7,6.4,NA,53.8,NA,46.5
200650008,20,RESILIENCE,PALOUSE CONSERVATION,Common,1235,6.5,6.7,NA,55.7,NA,46.5
200650009,20,STEPHENS,PALOUSE CONSERVATION,Common,1200,6.6,6.4,NA,56,NA,43.9
200660001,20,PIRANHA,WALLA WALLA,Common,1220,8.2,10.2,NA,54.2,NA,45.2
200660002,20,SOCKEYE,WALLA WALLA,Common,1215,8,9.6,NA,53.3,NA,48.1
200660003,20,MAS11295-1-1-0-1,WALLA WALLA,Common,1225,8.2,9.9,NA,54.3,NA,44.5
200660004,20,BRUNDAGE96,WALLA WALLA,Common,1200,8.3,9.6,NA,52.5,NA,46.9
200660005,20,MAGIC,WALLA WALLA,Common,1200,7.9,10.5,NA,54.6,NA,45.9
200660006,20,ORCF102,WALLA WALLA,Common,1150,8.5,8.4,NA,55.8,NA,43.6
200660007,20,STINGRAY,WALLA WALLA,Common,1215,8,7.6,NA,53.1,NA,45.8
200660008,20,RESILIENCE,WALLA WALLA,Common,1180,7.9,8.4,NA,55.2,NA,46
200660009,20,STEPHENS,WALLA WALLA,Common,1215,8.1,9.6,NA,55.5,NA,46.2
200670001,20,SWW15478-DH-3,PALOUSE CONSERVATION,Common,1130,6.6,7,NA,57.2,NA,46.2
200670002,20,SWW15478-DH-15,PALOUSE CONSERVATION,Common,1175,6.2,6.4,NA,55.5,NA,48.5
200670003,20,SWW15478-DH-18,PALOUSE CONSERVATION,Common,1195,6.2,6.7,NA,55.2,NA,51.7
200670004,20,SWW15478-DH-21,PALOUSE CONSERVATION,Common,1185,6.8,8.1,NA,54.8,NA,47.6
200670005,20,SWW15509-DH-4,PALOUSE CONSERVATION,Common,1220,6.7,8.7,NA,56.6,NA,49.8
200670006,20,ORCF102,PALOUSE CONSERVATION,Common,1230,8.1,10.2,NA,55.2,NA,48.6
200670007,20,STINGRAY,PALOUSE CONSERVATION,Common,1235,6.1,4.1,NA,55.9,NA,47.6
200670008,20,RESILIENCE,PALOUSE CONSERVATION,Common,1215,6.9,6.4,NA,55.6,NA,48.7
200670009,20,MAGIC,PALOUSE CONSERVATION,Common,1205,6.3,7.6,NA,55.6,NA,50.2
200670010,20,STEPHENS,PALOUSE CONSERVATION,Common,1175,6.4,6.1,NA,55.4,NA,46.5
200770001,20,TANDEM,WALLA WALLA,Common,1175,8.6,11.3,NA,54.3,NA,45.3
200770002,20,HULK,WALLA WALLA,Common,1175,9,13.1,NA,54,NA,45.8
200770003,20,ASSURE,WALLA WALLA,Common,1160,9.1,9.3,NA,54.5,NA,46.4
200770004,20,ROSALYN,WALLA WALLA,Common,1250,7.4,8.7,NA,55.3,NA,45.2
200770005,20,JASPER,WALLA WALLA,Common,1265,8.7,10.2,NA,51,NA,49.4
200770006,20,PURL,WALLA WALLA,Common,1155,8.1,9.6,NA,54.9,NA,43.5
200770007,20,STINGRAY,WALLA WALLA,Common,1205,8.6,7.6,NA,52.7,NA,45.3
200770008,20,WA8307,WALLA WALLA,Common,1230,6.8,7.3,NA,53.8,NA,47.2
200770009,20,PIRANHA,WALLA WALLA,Common,1230,8.2,9.9,NA,52.6,NA,44.3
200770010,20,SOCKEYE,WALLA WALLA,Common,1225,8.3,10.5,NA,52.4,NA,47.8
200770011,20,WA8335,WALLA WALLA,Common,1200,7.9,7.9,NA,54.1,NA,46.7
200770012,20,SWW11143-B-0-0-4,WALLA WALLA,Common,1200,8.3,9.6,NA,54.1,NA,46
200770013,20,SWW12164-B-S-8-1-6,WALLA WALLA,Common,1205,8.1,8.4,NA,53.6,NA,46.8
200770014,20,SWW12102-B-B-B-1,WALLA WALLA,Common,1150,8.5,11.3,NA,56.4,NA,45.5
200770015,20,SWW12220-B-B-B-13,WALLA WALLA,Common,1185,8.6,8.1,NA,53.9,NA,47.3
200770016,20,SWW12243-B-B-B-4,WALLA WALLA,Common,1155,8.8,9.6,NA,53.1,NA,49.4
200770017,20,SWW14339-DH-50-0,WALLA WALLA,Common,1195,7.7,9.3,NA,54.1,NA,49.7
200770018,20,SWW14339-DH-80-0,WALLA WALLA,Common,1230,7.3,8.4,NA,54.2,NA,50.2
200770019,20,WA8336,WALLA WALLA,Common,1160,7.3,8.1,NA,57.5,NA,47.2
200770020,20,WA8337,WALLA WALLA,Common,1165,7.9,9.3,NA,54.7,NA,46
200770021,20,STEPHENS,WALLA WALLA,Common,1265,8.3,9,NA,54.6,NA,45.9
200780001,20,TANDEM,PULLMAN,Common,1130,7.1,9.3,NA,55.8,NA,42.8
200780002,20,HULK,PULLMAN,Common,1135,7.4,11,NA,53.8,NA,44.2
200780003,20,ASSURE,PULLMAN,Common,1160,7,7.3,NA,53.5,NA,44.2
200780004,20,ROSALYN,PULLMAN,Common,1245,6,7,NA,54.1,NA,44.6
200780005,20,JASPER,PULLMAN,Common,1215,6.8,8.1,NA,52.4,NA,48
200780006,20,PURL,PULLMAN,Common,1170,7.1,8.7,NA,54,NA,42.8
200780007,20,STINGRAY,PULLMAN,Common,1225,7.5,7,NA,53.3,NA,44.1
200780008,20,WA8307,PULLMAN,Common,1245,6.5,6.7,NA,53.4,NA,46.5
200780009,20,PIRANHA,PULLMAN,Common,1255,7.3,8.4,NA,53.3,NA,44.3
200780010,20,SOCKEYE,PULLMAN,Common,1220,7.1,8.7,NA,52.4,NA,46.6
200780011,20,WA8335,PULLMAN,Common,1220,7,6.1,NA,53.9,NA,43.9
200780012,20,SWW11143-B-0-0-4,PULLMAN,Common,1215,6.8,8.1,NA,53.6,NA,44.4
200780013,20,SWW12164-B-S-8-1-6,PULLMAN,Common,1200,7.3,8.4,NA,53.1,NA,45
200780014,20,SWW12102-B-B-B-1,PULLMAN,Common,1205,7.6,8.1,NA,55.1,NA,43.3
200780015,20,SWW12220-B-B-B-13,PULLMAN,Common,1230,6.7,10.2,NA,53.9,NA,46.3
200780016,20,SWW12243-B-B-B-4,PULLMAN,Common,1240,7,7.3,NA,53.9,NA,46.6
200780017,20,SWW14339-DH-50-0,PULLMAN,Common,1205,6.9,8.4,NA,53.6,NA,48.1
200780018,20,SWW14339-DH-80-0,PULLMAN,Common,1240,6.4,7.3,NA,53.6,NA,48.3
200780019,20,WA8336,PULLMAN,Common,1210,6.2,7.3,NA,56.3,NA,45.8
200780020,20,WA8337,PULLMAN,Common,1190,7,9,NA,54.1,NA,44.1
200780021,20,STEPHENS,PULLMAN,Common,1185,7.5,9,NA,54.5,NA,42.6
200900001,20,RYAN,PLAZA,Common,1200,8.5,10.5,NA,53.7,NA,45.7
200900002,20,SEAHAWK,PLAZA,Common,1235,8.3,10.5,NA,55.1,NA,47.3
200900003,20,LOUISE,PLAZA,Common,1290,6.8,9,NA,52.4,NA,48.2
200900004,20,JD,PLAZA,Club,1200,8,6.1,NA,54.3,NA,47.7
200900005,20,CF15002-3,PLAZA,Common,1300,6.6,9.3,NA,55.5,NA,48.4
