Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
211060009,21,ROSALYN,LIND,Common,1123,10.7,10.8,NA,60,NA,42.7
211060010,21,BRUEHL,LIND,Club,1135,12,8.1,NA,54.1,NA,41.4
211060011,21,STEPHENS,LIND,Common,1087,11.8,10.5,NA,56.6,NA,40.1
211060012,21,CASTELLA,LIND,Club,1166,11.1,9.3,NA,51.7,NA,49.1
211060013,21,DUET,LIND,Common,1140,10.9,11.6,NA,55.2,NA,43.1
211060014,21,COMMAND,LIND,Common,1158,11.3,11.9,NA,54,NA,41.7
211060015,21,HULK,LIND,Common,1030,12,15.1,NA,57.3,NA,41.4
211060016,21,PRITCHETT,LIND,Club,1131,11.5,5.5,NA,52.9,NA,44.4
211070001,21,16DH0015-3,PENDLETON,Club,1231,5.5,4.7,NA,53.5,NA,49.7
211070002,21,16DH0015-6,PENDLETON,Club,1172,5.4,4.7,NA,53.8,NA,50.2
211070003,21,16DH0048-10,PENDLETON,Club,1137,5.2,3.2,NA,49.7,NA,52.2
211070004,21,16DH0052-16,PENDLETON,Club,1172,5.3,2.6,NA,49.3,NA,47.9
211070005,21,16X0206-5-1-4,PENDLETON,Club,1226,5.7,5.5,NA,51.7,NA,49.4
211070006,21,16X0210-1-3-2,PENDLETON,Club,1140,6.1,4.7,NA,48.3,NA,46.1
211070007,21,16X0231-2-2-2,PENDLETON,Club,1153,6.5,6.7,NA,51.1,NA,48.1
211070008,21,16X0235-4-2-3,PENDLETON,Club,1271,5.9,5.5,NA,52.6,NA,46.7
211070009,21,16X0235-4-2-4,PENDLETON,Club,1263,6.2,4.4,NA,52.5,NA,46.4
211070010,21,CRESCENT,PENDLETON,Club,1332,5.3,3.2,NA,50.6,NA,50.9
211070011,21,PURL,PENDLETON,Common,1190,5.6,5.5,NA,54,NA,45.1
211070012,21,ROSALYN,PENDLETON,Common,1275,5.4,4.7,NA,53.8,NA,46.9
211070013,21,BRUEHL,PENDLETON,Club,1234,5.6,4.1,NA,51.8,NA,45
211070014,21,STEPHENS,PENDLETON,Common,1181,5.6,5,NA,53.7,NA,45.3
211070015,21,CASTELLA,PENDLETON,Club,1132,5.6,4.7,NA,51.3,NA,51.2
211070016,21,DUET,PENDLETON,Common,1289,5.6,4.7,NA,53.1,NA,47.2
211070017,21,COMMAND,PENDLETON,Common,1235,6,6.7,NA,53.5,NA,45.5
211070018,21,HULK,PENDLETON,Common,1104,5.8,6.7,NA,54,NA,45.6
211070019,21,PRITCHETT,PENDLETON,Club,1264,5.7,3.8,NA,50.7,NA,48.5
211080001,21,14X1053-0-0-87,PULLMAN,Club,1137,9.3,7.9,NA,49.5,NA,46.1
211080002,21,RS14X1053-0-0-15-2T,PULLMAN,Club,1215,8.8,5.8,NA,48.5,NA,47.2
211080003,21,RS14X1053-0-0-166-1T,PULLMAN,Club,1161,9.4,7.3,NA,48.6,NA,47
211080004,21,RS14X1053-0-0-54-4T,PULLMAN,Club,1188,10.2,6.4,NA,49.6,NA,45.7
211080005,21,RS14X1053-0-0-59-1T,PULLMAN,Club,1136,9.2,5,NA,49,NA,44.2
211080006,21,RS14X1053-0-0-7-1T,PULLMAN,Club,1124,9.6,8.4,NA,50.2,NA,50.5
211080007,21,RS14X1098-0-0-38-1T,PULLMAN,Club,1100,10.3,4.1,NA,52.1,NA,46.6
211080008,21,RS14X1098-0-0-57-4T,PULLMAN,Club,1207,10.2,4.4,NA,51.8,NA,49.5
211080009,21,RS14X1098-0-0-94-1T,PULLMAN,Club,1196,10.4,5.3,NA,50.6,NA,48.4
211080010,21,RS14X1098-0-0-98-1T,PULLMAN,Club,1129,11.2,5.5,NA,50.6,NA,47.1
211080011,21,RS14X1114-0-0-1-1T,PULLMAN,Club,1257,10,7.3,NA,50.5,NA,49.8
211080012,21,RS14X1114-0-0-1-3T,PULLMAN,Club,1223,9.2,7.3,NA,49.9,NA,52.2
211080013,21,15X1502-6-I-4-1S,PULLMAN,Club,1210,9.6,6.4,NA,53.9,NA,46.6
211080014,21,15X1502-6-I-8-4S,PULLMAN,Club,1193,9.2,7,NA,50.1,NA,46.9
211080015,21,16X0129-8-3-1T,PULLMAN,Club,1203,10.6,7.3,NA,52.7,NA,47.9
211080016,21,16X0131-13-4-1T,PULLMAN,Club,1146,9.5,7.6,NA,52.7,NA,43.7
211080017,21,16X0138-7-3-1T,PULLMAN,Club,1233,9.3,5,NA,48.9,NA,46.2
211080018,21,CRESCENT,PULLMAN,Club,1251,9.9,4.1,NA,50,NA,51.4
211080019,21,PURL,PULLMAN,Common,1128,9.1,7.3,NA,52.3,NA,44.7
211080020,21,ROSALYN,PULLMAN,Common,1226,9,7.9,NA,53.9,NA,47
211080021,21,SELBU2,PULLMAN,Common,1224,10.5,7.9,NA,51.4,NA,46
211080022,21,BRUEHL,PULLMAN,Club,1219,10.6,7.6,NA,49.9,NA,46.3
211080023,21,STEPHENS,PULLMAN,Common,1081,9.7,9,NA,51.7,NA,43.2
211080024,21,CAMEO,PULLMAN,Club,1147,10.6,4.4,NA,51.4,NA,50.2
211080025,21,CASTELLA,PULLMAN,Club,1233,9.4,7.6,NA,47.8,NA,50.6
211080026,21,DUET,PULLMAN,Common,1237,8.9,8.7,NA,50.9,NA,47.9
211080027,21,COMMAND,PULLMAN,Common,1193,8.9,9,NA,50,NA,46.5
211080028,21,HULK,PULLMAN,Common,1166,9.6,12.2,NA,52.4,NA,46.4
211080029,21,PRITCHETT,PULLMAN,Club,1201,9.9,5.8,NA,48,NA,47.6
211090001,21,ARS14DH1122-44,WALLA WALLA,Club,1055,9.7,6.1,NA,55.8,NA,45.3
211090002,21,ARSX09500-17CBW,WALLA WALLA,Club,1061,10.4,8.7,NA,53,NA,49.5
211090003,21,09X500-0-0-14*CBW,WALLA WALLA,Club,1076,9.7,8.4,NA,52.8,NA,49.6
211090004,21,14DH1011-11,WALLA WALLA,Common,1003,9,6.4,NA,52.1,NA,46.1
211090005,21,ARS14DH1014-21C,WALLA WALLA,Club,1103,10,7.9,NA,49.3,NA,51.3
211090006,21,14DH1014-25,WALLA WALLA,Club,1088,8.8,8.1,NA,49.4,NA,51.9
211090007,21,14DH1014-4,WALLA WALLA,Club,1189,9.5,5.5,NA,53.5,NA,47.9
211090008,21,14X1098-0-0-41,WALLA WALLA,Club,1082,10,6.7,NA,53.9,NA,48.9
211090009,21,14X1114-0-0-1,WALLA WALLA,Club,1182,9.8,9.9,NA,53.3,NA,49.8
211090010,21,14X1114-0-0-112,WALLA WALLA,Club,1104,9.8,8.1,NA,52.1,NA,47.1
211090011,21,14X1114-0-0-51,WALLA WALLA,Club,1138,9.4,8.4,NA,54.2,NA,47.5
211090012,21,15X1496-7-C-4,WALLA WALLA,Club,1058,11,7.3,NA,50.5,NA,48.3
211090013,21,15X1501-6-C-3,WALLA WALLA,Club,1016,10.5,7,NA,53.2,NA,45
211090014,21,15X1501-6-C-5,WALLA WALLA,Club,1069,10.1,7.3,NA,51.4,NA,45.3
211090015,21,15X1501-9-I-2,WALLA WALLA,Club,1003,9.7,7.3,NA,51.5,NA,47.9
211090016,21,15X1501-9-I-4,WALLA WALLA,Club,1099,10.3,6.1,NA,51.1,NA,45.6
211090017,21,15X1502-10-C-4,WALLA WALLA,Club,1043,10.1,7.9,NA,50.3,NA,47.6
211090018,21,15X1502-2-I-4,WALLA WALLA,Club,1167,9.8,5.8,NA,51.5,NA,47.6
211090019,21,15X1516-3-C-4,WALLA WALLA,Club,1113,9.1,8.7,NA,56.6,NA,46.4
211090020,21,15X1530-2-C-4-D,WALLA WALLA,Club,1148,10.3,7.6,NA,52.8,NA,48.6
211090021,21,16DH0016-18-0,WALLA WALLA,Club,1146,8.7,5.5,NA,50.4,NA,47.5
211090022,21,16DH0016-28-0,WALLA WALLA,Club,1145,9.1,4.4,NA,51.2,NA,49.3
211090023,21,16DH0048-10-0,WALLA WALLA,Club,993,10.2,8.4,NA,50.1,NA,50.3
211090024,21,16DH0052-14-0,WALLA WALLA,Club,1083,9.2,4.7,NA,50,NA,48.1
211090025,21,16DH0052-21-0,WALLA WALLA,Club,1170,9.7,5.5,NA,50.4,NA,48.3
211090026,21,16X0138-1-4-1,WALLA WALLA,Club,1110,10.1,9.6,NA,52.4,NA,48.3
211090027,21,16X0138-9-3-1,WALLA WALLA,Club,1179,10,8.4,NA,53.4,NA,44.9
211090028,21,16X0161-10-4-1,WALLA WALLA,Club,1108,9.5,7.3,NA,50.8,NA,48.4
211090029,21,16X0208-3-3-D,WALLA WALLA,Club,1112,10.2,6.1,NA,50.7,NA,45.9
211090030,21,16X0227-2-3-D,WALLA WALLA,Club,1071,10.1,7,NA,50.8,NA,49.3
211090031,21,17X120-0-131-3,WALLA WALLA,Club,1067,9.9,8.4,NA,52,NA,49.8
211090032,21,17X120-0-94-3,WALLA WALLA,Club,1047,10.4,8.1,NA,53,NA,49.5
211090033,21,17X151-0-119-2,WALLA WALLA,Club,1100,9.1,9.6,NA,53.8,NA,48.3
211090034,21,17X151-0-134-1,WALLA WALLA,Club,1141,9.8,10.8,NA,53.3,NA,47.1
211090035,21,17X151-0-135-1,WALLA WALLA,Club,1075,10,8.4,NA,56.1,NA,46.5
211090036,21,17X151-0-17-1,WALLA WALLA,Club,1050,9.2,7.6,NA,54,NA,47.1
211090037,21,17X151-0-31-4,WALLA WALLA,Club,1072,9.9,9.6,NA,51.2,NA,45.2
211090038,21,17X151-0-33-3,WALLA WALLA,Club,1029,10.1,10.5,NA,53.2,NA,44
211090039,21,17X151-0-51-3,WALLA WALLA,Club,1004,9.1,6.7,NA,53.3,NA,46.2
211090040,21,17X151-0-56-4,WALLA WALLA,Club,1067,9.5,9,NA,54.2,NA,44.4
211090041,21,17X151-0-61-1,WALLA WALLA,Club,1046,10.1,8.1,NA,54.2,NA,45.8
211090042,21,17X151-0-62-4,WALLA WALLA,Club,1017,9.2,9.9,NA,57.1,NA,45.1
211090043,21,17X185-0-107-3,WALLA WALLA,Club,1161,10.1,9.9,NA,51.5,NA,49.2
211090044,21,CRESCENT,WALLA WALLA,Club,1208,10.4,5.8,NA,52.8,NA,49.5
211090045,21,PURL,WALLA WALLA,Common,1064,10.1,8.4,NA,54.8,NA,43.9
211090046,21,ROSALYN,WALLA WALLA,Common,1159,9,9.6,NA,58.2,NA,44.4
211090047,21,SELBU2,WALLA WALLA,Common,1109,10.7,9,NA,55.2,NA,45.8
211090048,21,BRUEHL,WALLA WALLA,Club,1109,10.6,7.9,NA,53.8,NA,44.7
211090049,21,STEPHENS,WALLA WALLA,Common,1101,9.9,10.8,NA,54.5,NA,42.4
211090050,21,CAMEO,WALLA WALLA,Club,1131,10.5,5.5,NA,52.1,NA,50.7
211090051,21,CASTELLA,WALLA WALLA,Club,1190,9.7,7,NA,51.5,NA,49.6
211090052,21,DUET,WALLA WALLA,Common,1139,9.1,9.9,NA,55.1,NA,46.6
211090053,21,COMMAND,WALLA WALLA,Common,1107,9.1,10.2,NA,50.9,NA,46.4
211090054,21,HULK,WALLA WALLA,Common,1075,9.7,12.8,NA,54.1,NA,45
211090055,21,PRITCHETT,WALLA WALLA,Club,1125,10.5,6.7,NA,51.9,NA,47.3
211250001,21,CLHF16001-132  wbm-,PALOUSE,Club,1002,7.2,9.3,NA,51.1,NA,50.5
211250002,21,CLHF16001-132  wbm+,PALOUSE,Club,1006,7.6,8.7,NA,50.8,NA,50
211250003,21,CLHF16001-135 wbm-,PALOUSE,Club,961,8,9.6,NA,51.1,NA,50.1
211250004,21,CLHF16001-135 wbm+,PALOUSE,Club,1013,7.8,8.7,NA,51.2,NA,50
211250005,21,CLHF16001-154  wbm-,PALOUSE,Club,1035,9.1,11.3,NA,54.9,NA,45.7
211250006,21,CLHF16001-154  wbm+,PALOUSE,Club,963,8.4,10.5,NA,52.1,NA,47.7
211250007,21,CLHF16001-160  wbm-,PALOUSE,Club,1026,8.2,11.9,NA,53.7,NA,45.8
211250008,21,CLHF16001-160  wbm+,PALOUSE,Club,993,8.1,11.6,NA,53.7,NA,47.5
211250009,21,CLHF16001-173  wbm-,PALOUSE,Common,1111,8.1,11.6,NA,55.6,NA,49.5
211250010,21,CLHF16001-173  wbm+,PALOUSE,Common,1171,7.7,9.9,NA,55.2,NA,49.5
211250011,21,CLHF16001-191  wbm+,PALOUSE,Club,1084,7.9,9.9,NA,51.3,NA,37.4
211250012,21,CLHF16001-191  wbm-,PALOUSE,Club,1021,7.9,9.6,NA,51.8,NA,49.9
211250013,21,CLHF16001-209  wbm+,PALOUSE,Club,1022,9.7,9.6,NA,50.9,NA,49
211250014,21,CLHF16001-209  wbm-,PALOUSE,Club,1016,8.7,8.1,NA,50.9,NA,50.3
211250015,21,CLHF16001-36  wbm-,PALOUSE,Club,1068,7.8,9.3,NA,52.3,NA,48.2
211250016,21,CLHF16001-36  wbm+,PALOUSE,Club,1098,8.5,9.6,NA,51.6,NA,47.7
211250017,21,CLHF16001-47  wbm-,PALOUSE,Common,1185,8.4,11.9,NA,53.1,NA,47.1
211250018,21,CLHF16001-47  wbm+,PALOUSE,Common,1167,8.3,10.5,NA,51.6,NA,46.7
211250019,21,CLHF16001-48  wbm-,PALOUSE,Club,1025,9.5,9.3,NA,52,NA,49.2
211250020,21,CLHF16001-48  wbm+,PALOUSE,Club,1008,9,9.3,NA,51.7,NA,47.6
211250021,21,CLHF16001-5  wbm+,PALOUSE,Club,1054,8.8,7.9,NA,49.9,NA,47.4
211250022,21,CLHF16001-5  wbm-,PALOUSE,Club,1029,8,7.6,NA,49.6,NA,47.3
211250023,21,CLHF16001-54  wbm+,PALOUSE,Club,1039,7.9,8.4,NA,51.4,NA,47.3
211250024,21,CLHF16001-54  wbm-,PALOUSE,Club,1011,8.6,8.7,NA,51.3,NA,48
211250025,21,CLHF16001-58  wbm+,PALOUSE,Common,1055,9.7,13.1,NA,51.1,NA,48.2
211250026,21,CLHF16001-58  wbm-,PALOUSE,Common,1035,9.5,13.4,NA,51.2,NA,48.6
211250027,21,CLHF16001-63  wbm+,PALOUSE,Club,995,8.7,9,NA,50.6,NA,47.5
211250028,21,CLHF16001-63  wbm-,PALOUSE,Club,1019,8.3,7.9,NA,49.9,NA,47.9
211250029,21,CLHF16001-92  wbm-,PALOUSE,Common,1075,8.5,10.2,NA,53.3,NA,44.5
211250030,21,CLHF16001-92  wbm+,PALOUSE,Common,1062,8.1,9.6,NA,53,NA,45.2
211250031,21,JD,PALOUSE,Club,982,8.9,8.4,NA,50.8,NA,48.6
211250032,21,SEAHAWK,PALOUSE,Common,1182,8.2,12.2,NA,52,NA,47.9
211280001,21,SW15130-4,MOSES LAKE,Common,1200,8.5,NA,NA,51.3,NA,52.1
211280002,21,WA 8351,MOSES LAKE,Common,1260,10.3,NA,NA,57.2,NA,50.9
211280003,21,SW13034-6,MOSES LAKE,Common,1215,10.1,NA,NA,52.6,NA,52.4
211280004,21,SW15029-1,MOSES LAKE,Common,1195,9.6,NA,NA,55.5,NA,48.9
211280005,21,SW15100-1,MOSES LAKE,Common,1255,9.6,NA,NA,54.2,NA,50.6
211280006,21,SW15100-2,MOSES LAKE,Common,1225,10.5,NA,NA,55.2,NA,49.5
211280007,21,SW14124-4,MOSES LAKE,Common,1250,10.2,NA,NA,51.1,NA,49
211280008,21,SW15004-10,MOSES LAKE,Common,1280,10.4,NA,NA,55.4,NA,52
211280009,21,WA8352,MOSES LAKE,Common,1360,9.9,NA,NA,59.5,NA,50
211280010,21,CF15037-3,MOSES LAKE,Common,1390,9.8,NA,NA,57.5,NA,50
211280011,21,CF15017-14,MOSES LAKE,Common,1255,9.8,NA,NA,55.7,NA,47.6
211280012,21,WA8354,MOSES LAKE,Common,1205,10.2,NA,NA,54.3,NA,51
211280013,21,WA8353,MOSES LAKE,Common,1270,9.7,NA,NA,58.6,NA,45.9
211280014,21,CF15024-12,MOSES LAKE,Common,1255,11.1,NA,NA,59.6,NA,48.8
211280015,21,RYAN,MOSES LAKE,Common,1270,9.8,NA,NA,56.7,NA,48.6
211280016,21,LOUISE,MOSES LAKE,Common,1200,10.2,NA,NA,57.5,NA,48.6
211280017,21,SEAHAWK,MOSES LAKE,Common,1315,10.8,NA,NA,57.8,NA,48.6
211280018,21,TEKOA,MOSES LAKE,Common,1295,10.2,NA,NA,56.3,NA,51.3
211280019,21,JD,MOSES LAKE,Club,1120,10.5,NA,NA,54.9,NA,47.2
211290001,21,CF15004-1,PALOUSE,Common,1305,9,NA,NA,56.1,NA,45.4
211290002,21,JD,PALOUSE,Club,1260,9.3,NA,NA,56,NA,47.6
211290003,21,CF15041-3,PALOUSE,Common,1295,8.6,NA,NA,57.9,NA,47.7
211290004,21,LOUISE,PALOUSE,Common,1280,8.8,NA,NA,58.8,NA,45.9
211290005,21,CF15020-19,PALOUSE,Club,1255,9.8,NA,NA,58.9,NA,46
211290006,21,CF15037-3,PALOUSE,Common,1320,9.4,NA,NA,61.3,NA,49.2
211290007,21,WA8354,PALOUSE,Common,1285,9.3,NA,NA,57.3,NA,46.7
211290008,21,CF15017-14,PALOUSE,Common,1255,9,NA,NA,57,NA,45.7
211290009,21,WA8353,PALOUSE,Common,1285,8.7,NA,NA,58.4,NA,45.1
211290010,21,CF15024-12,PALOUSE,Common,1285,8.4,NA,NA,56.5,NA,46.8
211310001,21,SWBC1619-15,PULLMAN2,Common,1139,8.1,NA,NA,53,NA,51.3
211310002,21,RYAN,PULLMAN2,Common,1160,9.4,NA,NA,53.2,NA,48.4
211310003,21,SWBC1617-12,PULLMAN2,Common,1162,9,NA,NA,49.6,NA,50.9
211310004,21,SW16048-9,PULLMAN2,Common,1176,8.5,NA,NA,50.7,NA,52
211310005,21,SWBC1615-1,PULLMAN2,Common,1128,8.5,NA,NA,52.7,NA,51.2
211310006,21,SEAHAWK,PULLMAN2,Common,1205,9,NA,NA,51.5,NA,49.6
211310007,21,SWBC1605-2,PULLMAN2,Common,1290,9.7,NA,NA,53,NA,50.5
211310008,21,SW16048-10,PULLMAN2,Common,1152,8.7,NA,NA,52.8,NA,49.6
211310009,21,SW16037-1,PULLMAN2,Common,1312,8.4,NA,NA,55.3,NA,50
211310010,21,SW16041-11,PULLMAN2,Common,1111,8.4,NA,NA,54.2,NA,49.1
211310011,21,SW16011-11,PULLMAN2,Common,1247,8.8,NA,NA,56.6,NA,51.3
211310012,21,SWBC1605-4,PULLMAN2,Common,1214,9.8,NA,NA,55.1,NA,49.6
211310013,21,YR53W-4223-2,PULLMAN2,Common,1146,10,NA,NA,55.6,NA,49.3
211310014,21,SWBC1609-3,PULLMAN2,Common,1107,9,NA,NA,55.1,NA,50.2
211310015,21,SWBC1627-6,PULLMAN2,Common,1211,8.9,NA,NA,55.8,NA,51.9
211310016,21,SWBC1619-9,PULLMAN2,Common,1198,8.6,NA,NA,53.6,NA,51.5
211310017,21,LOUISE,PULLMAN2,Common,1147,9.1,NA,NA,52,NA,49.7
211310018,21,YR53W-4210-1,PULLMAN2,Common,1189,9.8,NA,NA,53,NA,49.6
211310019,21,YR53W-4048-2,PULLMAN2,Common,1135,10.5,NA,NA,53.6,NA,50.7
211310020,21,SW16003-3,PULLMAN2,Common,1110,9.2,NA,NA,50.5,NA,51.9
211310021,21,SW16048-5,PULLMAN2,Common,1137,8.8,NA,NA,52.6,NA,51.1
211310022,21,SWBC1620-7,PULLMAN2,Common,1168,8.6,NA,NA,50.3,NA,50
211310023,21,JD,PULLMAN2,Club,1105,9.8,NA,NA,52.4,NA,50.9
211310024,21,SW16049-7,PULLMAN2,Common,1246,8.5,NA,NA,52.6,NA,54
211310025,21,SW16011-4,PULLMAN2,Common,1236,8.3,NA,NA,52.6,NA,50.2
211310026,21,SWBC1622-6,PULLMAN2,Common,1129,8.8,NA,NA,53.7,NA,48.8
211310027,21,SW16049-8,PULLMAN2,Common,1181,8.3,NA,NA,56.1,NA,51.1
211310028,21,SWBC1621-4,PULLMAN2,Common,1183,7.9,NA,NA,55.1,NA,51.2
211310029,21,SW16037-2,PULLMAN2,Common,1205,8.4,NA,NA,53.6,NA,53.6
211310030,21,SW16061-6,PULLMAN2,Common,1170,7.9,NA,NA,55.2,NA,51.8
220180002,22,ARS09X500-CBW,MORO,Club,1225,6.5,5,68.8,47.1,59.8,50
220180017,22,OR2180149,MORO,Common,1296,6.3,4.1,76.6,47.4,60.5,49.8
220180018,22,OR2180377,MORO,Common,1305,5.4,5.5,77,47.5,61.2,53.4
220180019,22,OR5180071,MORO,Club,1225,6.1,3.2,72.8,47.7,57.6,49.7
220180024,22,UIL15-423062A,MORO,Common,1267,6,6.1,77.3,46.3,58,47.3
220180025,22,UIL15-451104B,MORO,Common,1293,6.1,6.1,74.9,46.6,67.2,51.3
220180026,22,UIL16-072025,MORO,Common,1285,6.6,5.8,79.6,45.8,63.6,52.4
220180029,22,WA8371,MORO,Common,1284,5.8,5.5,74.7,46.1,58.3,48
220180032,22,WB1922,MORO,Common,1289,5.9,5.5,72,47.2,58.8,44.3
220180033,22,STEPHENS,MORO,Common,1233,8.2,8.4,78.2,47.1,60.7,43.8
220180041,22,LWW19-1576,LEXINGTON,Common,1233,6.7,7.9,80.4,50.5,68.5,48.8
220180050,22,OR2180149,LEXINGTON,Common,1237,6.8,6.4,76.6,47.7,65.5,50.5
220180051,22,OR2180377,LEXINGTON,Common,1254,6.7,6.7,76.8,48.4,67.7,53.3
220180052,22,OR5180071,LEXINGTON,Club,1264,6,3.2,72.2,46.7,59.9,50.2
220180057,22,UIL15-423062A,LEXINGTON,Common,1193,6.7,7,76,49.3,60.6,47.8
220180058,22,UIL15-451104B,LEXINGTON,Common,1275,6.6,8.1,77.4,50.5,70.7,51.7
220180059,22,UIL16-072025,LEXINGTON,Common,1224,7.3,9.3,80.5,47.9,70.3,52.3
220180062,22,WA8371,LEXINGTON,Common,1235,6.1,5.8,84.8,54.1,68.2,47.4
220180065,22,WB1922,LEXINGTON,Common,1250,7.5,8.4,86.7,52.7,68.5,47
220180066,22,STEPHENS,LEXINGTON,Common,1202,6.5,6.7,86.7,54.5,68.1,46.3
220180068,22,ARS09X500-CBW,DUFUR,Club,1202,6.8,8.7,81.8,54.8,66.7,48.4
220180074,22,LWW19-1576,DUFUR,Common,1170,6,6.1,88.1,58.1,73.3,46.5
220180083,22,OR2180149,DUFUR,Common,1081,8,9.3,83.5,50.8,66.1,44.3
220180084,22,OR2180377,DUFUR,Common,1199,6.6,6.7,83.9,52.6,67.1,51.3
220180085,22,OR5180071,DUFUR,Club,1215,5.5,3.2,80.7,51.5,63,48.6
220180090,22,UIL15-423062A,DUFUR,Common,1200,6.3,5.5,85.4,52.6,68.2,45.6
220180091,22,UIL15-451104B,DUFUR,Common,1136,7.3,9,85,55.3,70.1,47.9
220180092,22,UIL16-072025,DUFUR,Common,1264,5.7,5,84.7,51.7,71,51.3
220180095,22,WA8371,DUFUR,Common,1198,6.6,6.7,83.3,52.6,66.6,45.8
220180098,22,WB1922,DUFUR,Common,1226,6.9,7.9,85.7,53.8,67.4,44.2
220180099,22,STEPHENS,DUFUR,Common,1178,8.4,7.9,84.1,52.9,64.3,42.6
220180101,22,ARS09X500-CBW,PENDLETON,Club,1099,7.7,5.5,81.2,52,64.7,48.1
220180107,22,LWW19-1576,PENDLETON,Common,1273,6.7,7.3,89.2,57.6,70.7,44.9
220180116,22,OR2180149,PENDLETON,Common,1183,6.5,5.8,86.1,51.9,65.7,47.2
220180117,22,OR2180377,PENDLETON,Common,1304,6.8,6.4,84.3,53.1,65,49.3
220180118,22,OR5180071,PENDLETON,Club,1215,6.1,3.5,82.4,51,66.4,47.5
220180123,22,UIL15-423062A,PENDLETON,Common,1259,7.2,7,85.1,52.6,62.2,44.1
220180124,22,UIL15-451104B,PENDLETON,Common,1312,6.8,7.3,87.7,54,67.1,48.1
220180125,22,UIL16-072025,PENDLETON,Common,1281,5.9,5.3,83,53.9,64.9,50
220180128,22,WA8371,PENDLETON,Common,1165,6.9,6.7,83.5,53.6,66.3,43.8
220180131,22,WB1922,PENDLETON,Common,1168,7.3,7.9,85,53.9,63.6,42.7
220180132,22,STEPHENS,PENDLETON,Common,1200,7.3,6.7,85.6,52.8,62.9,43.8
220180134,22,ARS09X500-CBW,WILLAMETTE,Club,1196,7.2,5.8,83.9,54.2,65,47.6
220180140,22,LWW19-1576,WILLAMETTE,Common,1153,6.3,6.7,92.5,59,75.2,45.2
220180149,22,OR2180149,WILLAMETTE,Common,1170,6.3,5.3,86.1,52.6,63.6,47.2
220180150,22,OR2180377,WILLAMETTE,Common,1262,6.2,6.1,82.2,53.2,65.3,48.6
220180156,22,UIL15-423062A,WILLAMETTE,Common,1183,6.4,5.5,87,41.2,65.4,46.8
220180157,22,UIL15-451104B,WILLAMETTE,Common,1254,5.6,5.5,85.5,55.9,71.2,50.1
220180158,22,UIL16-072025,WILLAMETTE,Common,1218,6.2,6.1,86.2,52.8,66,49.5
220180161,22,WA8371,WILLAMETTE,Common,1223,6.2,5.8,86.7,55,66.9,46.3
220180164,22,WB1922,WILLAMETTE,Common,1171,7,7,87.3,55.2,68.2,42.6
220180165,22,STEPHENS,WILLAMETTE,Common,1170,6.9,5.8,86.3,53,66.5,43.3
220300001,22,SWW15509-1-14-1-1,WALLA WALLA,Common,1154,7.6,NA,NA,50.6,NA,48.5
220300002,22,SWW15504-1-14-1-1,WALLA WALLA,Common,1162,8,NA,NA,55.4,NA,43.4
220300003,22,SWW15504-1-27-1-1,WALLA WALLA,Common,1151,8.6,NA,NA,53.7,NA,42
220300004,22,SWW15511-1-40-1-1,WALLA WALLA,Common,1179,8.8,NA,NA,53.4,NA,45
220300005,22,SWW15492-1-2-1-1,WALLA WALLA,Common,1219,8.2,NA,NA,53.5,NA,44
220300006,22,SWW16424-1-13-1-1,WALLA WALLA,Common,1169,8.4,NA,NA,52.9,NA,47.6
220300007,22,SWW16454-1-7-1-1,WALLA WALLA,Common,1132,8.2,NA,NA,51.6,NA,46.3
220300008,22,IMISWW16246-1-S-1-1-3,WALLA WALLA,Common,1242,8,NA,NA,53.7,NA,43.7
220300009,22,PIRANHA,WALLA WALLA,Common,1162,7.4,NA,NA,50.7,NA,47.2
220300010,22,MELA,WALLA WALLA,Common,1115,7.9,NA,NA,53.2,NA,45
220300011,22,SOCKEYE,WALLA WALLA,Common,1158,7.5,NA,NA,51.8,NA,49
220300012,22,STEPHENS,WALLA WALLA,Common,1177,8.1,NA,NA,54.5,NA,45.7
220360001,22,WA8345_AX,RITZVILLE,Common,1280,7.5,NA,NA,50.5,NA,46.4
220360002,22,WA8346_AX,RITZVILLE,Common,1265,7.2,NA,NA,50.4,NA,47.5
220360003,22,WA8347_AX,RITZVILLE,Common,1159,7.5,NA,NA,52.5,NA,45.2
220360004,22,WA8348_AX,RITZVILLE,Common,1186,7.1,NA,NA,51.9,NA,42.4
220360005,22,WA8349_AX,RITZVILLE,Common,1127,7.9,NA,NA,52.7,NA,43.9
220360006,22,MAS18091-7-S-4,RITZVILLE,Common,1153,7,NA,NA,52.5,NA,44.8
220360007,22,MAS18091-7-S-6,RITZVILLE,Common,1109,6.8,NA,NA,54.4,NA,46
220360008,22,MAS18063-6-S-7,RITZVILLE,Common,1151,8,NA,NA,58.6,NA,39.3
220360009,22,STEPHENS,RITZVILLE,Common,1091,10.4,NA,NA,52.2,NA,42.4
220380001,22,WA8345_AX,DAVENPORT,Common,1261,9.9,NA,NA,51.8,NA,44.8
220380002,22,WA8346_AX,DAVENPORT,Common,1266,8.7,NA,NA,52.5,NA,46.9
220380003,22,WA8347_AX,DAVENPORT,Common,1220,9.7,NA,NA,56.3,NA,42.2
220380004,22,WA8348_AX,DAVENPORT,Common,1200,9.8,NA,NA,53.7,NA,41.7
